street_address,zip_code,store_types,total_auth_count,deauth_count,address_history_years,churn_tier,store_names
956 2nd Ave,10022,Combination Grocery/Other,1,1,25.7,None,RITE AID OF NEW YORK INC 3848
956 HANCOCK ST,11203,Convenience Store,1,1,20.4,None,HANCOCK DELI GROCERY
956 INTERVALE AVE,10459,Small Grocery Store,1,1,20.6,None,LA PLACITA GROCERY
9531 Roosevelt Ave,11372,Seafood Specialty,1,0,35.9,None,SEATIDE FISH & LOBSTER INC
9533 Sutphin Blvd,11435,Convenience Store,1,1,8.6,None,Jassal's Brother Corporation
9539 40th Rd,11373,Convenience Store,1,1,8.3,None,L & L Grocery Store Inc
953A Westchester Ave,10459,Small Grocery Store,1,0,3.3,None,Faso African Market
960 Bloomingdale Rd,10309,Medium Grocery Store,1,0,2.2,None,S A R Deli & Bagels Inc
960 Bloomingdale Road,10309,Small Grocery Store,1,1,11.7,None,My Brother's Deli & Bagels
960 Halsey St,11233,Combination Grocery/Other,1,1,15.3,None,Rite Aid 1947
96-02 NORTHERN BLVD,11368,Convenience Store,1,1,20.6,None,HIMALAYA GROCERY INC
96-02 ROOSEVELT AVE,11368,Seafood Specialty,1,1,26.5,None,DELIGHT FISH CORP
96-04 31st Ave,11369,Small Grocery Store,1,0,7.3,None,J Ch Deli Grocery Inc
96-04 JAMAICA AVE,11421,Small Grocery Store,1,1,20.9,None,WOODHAVEN DELI GROCERY CORP
96-04 ROOSEVELT AVE,11368,Fruits/Veg Specialty,1,1,27.7,None,GOBI FRUIT & VEGETABLE
9602 Glenwood Rd,11236,Convenience Store,1,1,1,None,Peace And Love Deli Corp
9602 Rockaway Blvd,11417,Combination Grocery/Other,1,0,23.9,None,Walgreens 10608
9602 Roosevelt Ave,11368,Seafood Specialty,1,1,14.9,None,Cape Cod Fish Corp
96-10 LINDEN BLVD,11417,Small Grocery Store,1,1,31.5,None,RANDAZZO'S MEAT MKT/CENTREVILLE
96-14 Jamaica Ave,11421,Medium Grocery Store,1,1,17.3,None,P & A Farm Corporation
96-19 57th Ave,11368,Convenience Store,1,0,0.3,None,Best Stop 2 Deli & Grocery Corp.
96-19 LINDEN BLVD,11417,Medium Grocery Store,1,1,20.7,None,IN OK CORP
960 Amsterdam Ave,10025,Medium Grocery Store,1,1,27.4,None,960 AMST. FOOD MARKET INC
1001B 40th Ave,11101,Convenience Store,1,1,6.7,None,Superior Deli Inc
1002 Beach 20th St,11691,Convenience Store,1,0,0.1,None,One Bite Deli Corp 1
1002 E Tremont Ave,10460,Small Grocery Store,1,1,14.8,None,Sam Best Deli Grocery Inc
1002 Quentin Rd,11223,Small Grocery Store,1,1,20.4,None,AVI GLATT KOSHER 2 LLC
1002 Rutland Rd,11212,Convenience Store,1,1,21.7,None,SOSA FOOD CORP
960 Longwood Ave,10459,Small Grocery Store,1,1,9.5,None,Cinco Hermanos Inc
9601 Church Ave,11212,Convenience Store,1,1,8.6,None,Discount Candy And Tobacco Corp
9602 Avenue L,11236,Small Grocery Store,1,1,21.2,None,A & M CONVENIENCE STORE INC
1006 INTERVALE AVENUE,10459,Convenience Store,1,1,15.6,None,ALANTE ALANTE DELI GROCERY CORP
1006 Intervale Ave,10459,Small Grocery Store,1,1,5.3,None,Intervale Deli Food Corp
1006 Intervale Avenue,10459,Convenience Store,1,1,11.6,None,Intervale Deli Grocery Corp
956 Longwood Ave,10459,Medium Grocery Store,1,0,0.4,None,Ulises's Butcher Shop
1003 CLARKSON AVE,11212,Small Grocery Store,1,1,22.4,None,MARINA FOOD CENTER
1005 BROADWAY,11221,Convenience Store,1,1,20.6,None,NEW MILLENNIUM FOOD DELI CORP
10014 Queens Blvd,11375,Medium Grocery Store,1,1,18.3,None,10014 Corp
10017 Beach Channel Dr,11694,Convenience Store,1,0,25.2,None,100-17 BEACH CHANNEL DR CORP
1577 Saint Nicholas Ave,10040,Convenience Store,1,1,7.5,None,Viva Mexico Deli Grocery
1579 Pitkin Ave,11212,Fruits/Veg Specialty,1,1,13.1,None,Miguel Pacho GC
1579 Watson Ave,10472,Small Grocery Store,1,1,20.5,None,SANTOS GROCERY & DELI STORE
1579B Westchester Ave,10472,Convenience Store,1,1,11.1,None,Westchester Gourmet Deli Corp
158 1st Ave,10009,Convenience Store,1,1,2.5,None,Healthily Deli
158 Adelphi St,11205,Delivery Route,1,3,13.4,None,I R Mexican Products Corp.
1571 Forest Ave,10302,Combination Grocery/Other,1,0,24.3,None,CVS PHARMACY  6045
1572 Saint Nicholas Ave,10040,Convenience Store,1,1,15.1,None,St. Nick Candy Grocery Inc
158 Avenue C,10009,Small Grocery Store,1,0,3.3,None,Green Land Gourmet Deli Inc
158 Avenue O,11204,Convenience Store,1,1,10.6,None,Baby Prince Inc.
158 Bleecker St,10012,Combination Grocery/Other,1,0,21.5,None,CVS PHARMACY  2058
158 LEWIS AVE,11221,Convenience Store,1,1,20.4,None,LEWIS FOOD CENTER
158 Marcus Garvey Blvd,11206,Convenience Store,1,0,-0.9,None,Neighborhood Convenience Corp.
158 W 45th St,10036,Combination Grocery/Other,1,0,4.3,None,Walgreens 21263
158-02 ROCKAWAY BLVD,11434,Small Grocery Store,1,1,21.1,None,158-02 FOOD CORP
1577 Pitkin Ave,11212,Convenience Store,1,0,-0.6,None,Pitkin Green Deli Inc
96-01 LIBERTY AVE,11417,Small Grocery Store,1,1,22.5,None,N&M DELI GROCERY INC
96-01 Liberty Ave,11417,Small Grocery Store,1,1,17.1,None,Mahmood Nabila Corp
9619 Church Ave,11212,Convenience Store,1,1,26.9,None,K&S Deli Grill Inc
962 MYRTLE AVE,11206,Small Grocery Store,1,1,18.2,None,MYRTLE DELI & GROCERY
9621A 57th Ave,11368,Convenience Store,1,1,9.9,None,Vip Gourmet Deli Corp
1580 Fulton St,11213,Small Grocery Store,1,0,-0.3,None,Ocean King Ny Inc.
1580 York Ave,10028,Seafood Specialty,1,1,8.2,None,Dorian's Seafood Market
155-15 AGUILAR AVE,11367,Supermarket,1,1,25.3,None,PATHMARK 607
96-05 Springfield Blvd,11429,Convenience Store,1,1,11.1,None,Tian Tian Mei Grocery Inc.
96-08 Liberty Ave,11417,Convenience Store,1,1,0.4,None,Smoozy Deli And Juice Bar Inc
96-09 ROCKAWAY BLVD,11417,Small Grocery Store,1,1,21.7,None,FAISAL GROCERY DELI
96 BOWERY ST,10013,Convenience Store,1,1,21.3,None,WAN SHENG HANG INC
96 E 165th St,10452,Convenience Store,1,1,9.2,None,99 Cent Usa Discount
96 Ralph Ave,11221,Small Grocery Store,1,1,17,None,Sidiki African Market & Grocery
96 South St,10038,Combination Grocery/Other,1,1,1.9,None,The Tin Building By Jean Georges
96 Street,10025,Fruits/Veg Specialty,1,1,13.3,None,Luis A Yungaicela Green Cart
9605 57th Ave,11368,Convenience Store,1,1,34,None,GOLDEN AMERICA
9606 43rd Ave,11368,Convenience Store,1,0,6.4,None,Melys Grocery
9607 57th Ave,11368,Medium Grocery Store,1,2,29.9,None,Giftanco Enterprises Inc
97 Stanton St,10002,Small Grocery Store,1,1,21.6,None,JEA CORP
97 W End Ave,11235,Convenience Store,1,1,12.7,None,Idrees  Mini Mart Inc
97-01 37TH AVE,11368,Small Grocery Store,1,1,22.8,None,97-01 E.F. GROCERY
1000 Allerton Ave,10469,Combination Grocery/Other,1,0,21.1,None,MADDAJ A.J. INC
1000 Castle Hill Ave,10472,Small Grocery Store,1,1,19.8,None,RZ Community Inc
9608 Northern Blvd,11368,Meat/Poultry Specialty,1,1,13.7,None,La North Blvd Meat Market Corp
9608 Roosevelt Ave,11368,Combination Grocery/Other,1,1,32.5,None,A F  & D  REALTY INC
9609 Roosevelt Ave,11368,Convenience Store,1,1,10.9,None,Lucky 7 Smoke Shop
961 E 165th St,10459,Small Grocery Store,1,0,18.5,None,LATIN GROCERY LLC
961 Jewett Ave,10314,Convenience Store,1,1,8.3,None,Eli Grill & Deli
9611 Glenwood Rd,11236,Convenience Store,1,1,14.4,None,Aziz Management Corp
9604 37th Ave,11368,Small Grocery Store,1,1,13.3,None,De La Rosa Deli Grocery Corp
9605 101st Ave,11416,Convenience Store,1,1,14,None,Cross Bay Chemist Of Ozone Park Corp
9627 Atlantic Ave,11421,Convenience Store,1,1,19.9,None,M & N Deli Grocery Inc
963 Pennsylvania Ave,11207,Convenience Store,1,1,26.7,None,963 Janico Grocery Inc
963 Teller Ave,10456,Convenience Store,1,1,15.6,None,DORKA GROCERY CORP.
9615 57th Ave,11368,Medium Grocery Store,1,1,16.3,None,M & S Fresh Market Inc
9615 Church Ave,11234,Small Grocery Store,1,1,19.6,None,Y & K Produce Farm Inc
9617 Northern Blvd,11368,Supermarket,1,0,10,None,96 Meat & Produce Corp/Mi Tierra Supermarket
9618 43rd Ave,11368,Meat/Poultry Specialty,1,1,28,None,ANIQA HALAL LIVE POULTRY CORP
9607 57th Avenue,11368,Small Grocery Store,1,0,0.5,None,Afro Caribbean Market LLC
1572 Williamsbridge Rd,10461,Convenience Store,1,1,27.8,None,S & J Deli NO
1573 Broadway,11207,Seafood Specialty,1,1,27.2,None,GONG'S FISH MARKET
1575 LEXINGTON AVE,10029,Convenience Store,1,1,21.8,None,EL IMPERIO GROCERY
1576 Greene Ave,11237,Medium Grocery Store,1,0,1.9,None,"Transfiriendo La Vision, Corp"
15802 Union Tpke,11366,Combination Grocery/Other,1,1,27.8,None,Rite Aid 3626
15806 84th Dr,11432,Medium Grocery Store,1,0,3,None,Labbaik Supermarket Inc N/A
1581 Unionport Rd,10462,Medium Grocery Store,1,1,21.4,None,PALISADES FOOD CORP
9625 95th Ave,11416,Small Grocery Store,1,0,29.9,None,95TH AVE GROCERY CORP
1001 E 45th St,11203,Food Buying Co-op,1,1,2.5,None,Seeds In The Middle - East Flatbush Farm Market
1001 East 167th Street,10459,Combination Grocery/Other,1,0,-0.1,None,Las 3's R Deli Grocery Corp.
97-02 ROCKAWAY BLVD,11417,Medium Grocery Store,1,1,24,None,"AD & D GROCERY, INC."
97-02 ROOSEVELT AVE,11368,Small Grocery Store,1,1,27.8,None,TAIZ DELI & GROCERY
97-02 Roosevelt Ave,11368,Small Grocery Store,1,1,19.8,None,Roosevelt Fruits & Vegetables
10005 Atlantic Ave,11418,Small Grocery Store,1,1,13.4,None,Star Two Deli And Grocery
10005 Atlantic Avenue,11418,Convenience Store,1,1,14.1,None,"Sundar Deli And Grocery, Inc."
10006 4th Ave,11209,Convenience Store,1,0,0.5,None,Last Stop Deli
97-07 57TH AVE,11368,Small Grocery Store,1,1,18.2,None,CORONA MINI MART INC
97-08 NORTHERN BLVD,11368,Convenience Store,1,1,22.1,None,RITIKA INC
97-08 Northern Blvd,11368,Small Grocery Store,1,1,18,None,JL. Deli Mini Market Inc
97-08 Springfield Blvd,11429,Combination Grocery/Other,1,1,6.3,None,Family Dollar 12201
97-10 Queens Blvd,11374,Super Store,1,0,12.1,None,Net Cost Market 7
97-11 64TH AVE,11374,Bakery Specialty,1,1,18,None,RAFAEL'S BAKERY CAFE INC
1001 E 167TH ST,10459,Convenience Store,1,1,20.4,None,FRESH START FRUIT MARKET
1001 E 167th St,10459,Convenience Store,1,1,14.7,None,West Farm Fruit Market Corp
965 E 172nd St,10460,Small Grocery Store,1,0,27.7,None,965 Castillo Meat  & Produce Inc
965 Prospect Ave,10459,Convenience Store,1,1,12.7,None,Lucky 99 Cent Shop Inc.
965 Sutter Avenue,11208,Small Grocery Store,1,1,9.9,None,Mas Deli Grocery Inc.
966 1st Ave,10022,Super Store,1,0,33.6,None,"D'Agostino Supermarkets, Inc"
966 Longwood Ave,10459,Small Grocery Store,1,1,25.9,None,422 Westchester Fruit Vegetable & Grocery Inc
966 Mcdonald Ave,11230,Convenience Store,1,1,13.5,None,Top Choice 99 Cents & Up Super Market Inc.
97-04 ROCKAWAY BLVD,11417,Unknown,1,1,31.2,None,AMAR DELI & GROCERY
97-06 ROCKAWAY BEACH BLVD,11693,Small Grocery Store,1,1,23.4,None,SNAA CORP.
1000 Cypress Ave,11385,Fruits/Veg Specialty,1,1,15.3,None,Jaraba Fruit Market
1000 E Gun Hill Rd,10469,Small Grocery Store,1,1,21,None,ALEX FOOD CORP
969 Manhattan Ave,11222,Convenience Store,1,1,0.1,None,Mini Market Manhattan Ave Corp
969 Morris Park Ave,10462,Small Grocery Store,1,1,7.7,None,Garden Fresh Gourmet Deli Corp
97 Franklin St,11222,Convenience Store,1,0,-0.3,None,97 Organic Deli Corp
97 Reade St,10013,Convenience Store,1,1,47.8,None,BELL BATES CO INC
966A Westchester Ave,10459,Small Grocery Store,1,1,3.7,None,Modina Fruits And Vegetables Corp
969 Intervale Ave,10459,Small Grocery Store,1,1,21.7,None,DISTRIBUIDORA SAN MARCUS
1567 St Peters Ave,10461,Small Grocery Store,1,1,21.7,None,OTERO DELI GROCERY
1568 E 174th St,10472,Small Grocery Store,1,1,24.7,None,A & S Grocery
1568 Ralph Ave,11236,Combination Grocery/Other,1,1,31.1,None,TEENA'S BAKING CORP
1568 Saint Nicholas Ave,10040,Supermarket,1,0,27.2,None,F & V FOOD CORP
1569 1st Ave,10028,Combination Grocery/Other,1,0,22.1,None,CVS  2411
1565 Forest Ave,10302,Combination Grocery/Other,1,1,19.5,None,National Wholesale Liquidators
1565 Pitkin Ave,11212,Convenience Store,1,1,7.2,None,Uniq African Market & Fabrics
1566A Watson Ave,10472,Convenience Store,1,1,3.9,None,Watson Gourmet Deli Grocery
15705 Crossbay Blvd,11414,Combination Grocery/Other,1,0,22.2,None,CVS PHARMACY 6030
1570B Bathgate Ave,10457,Small Grocery Store,1,0,3.4,None,3 Bros Gourmet Deli Inc
156B W 166th St,10452,Convenience Store,1,1,16.6,None,Barrio Deli & Grocery Inc
157 Christopher St,10014,Small Grocery Store,1,1,15.3,None,Gourmet 157 Corp
157 Hester St,10013,Super Store,1,0,16,None,Hong Kong Supermarket of Hester St
157 Port Richmond Ave,10302,Combination Grocery/Other,1,0,1.5,None,Gutierrez Bakery
157 W 123rd St,10027,Convenience Store,1,1,5.5,None,Momma Zee's Food To Plez Corporation
157-11 LINDEN BLVD,11434,Large Grocery Store,1,1,27.3,None,PETE'S FOOD CORP/SHOP SMART
1000 Westchester Ave,10459,Supermarket,1,0,-0.3,None,Jmc Fresh Foods Corp
10001 Metropolitan Ave,11375,Small Grocery Store,1,1,13.2,None,Metro Gourmet Deli & Grill Corp
10002 Queens Blvd,11375,Combination Grocery/Other,1,0,21.5,None,CVS PHARMACY  2057
10003 N Conduit Ave,11417,Convenience Store,1,0,-0.6,None,Bolla 100-03 Cohancy C-store
9706 Seaview Ave,11236,Convenience Store,1,1,9.4,None,Uncle & Cousins Deli Grocery Corp
9708 Metropolitan Ave,11375,Fruits/Veg Specialty,1,1,15.4,None,Metropolitan Fruit & Vegetable Corp.
1570 Claremont Pky,10460,Convenience Store,1,2,26.9,None,Vasquez Grocery Store
1570 Webster Ave,10457,Medium Grocery Store,1,0,11.2,None,Claremont Park Deli Grocery
10008 Northern Blvd,11368,Combination Grocery/Other,1,1,8.5,None,Deep Sea Restaurant & Fish Market 1
1001 Allerton Ave,10469,Large Grocery Store,1,1,25.7,None,Dajos Apple Farm Inc.
1001 Avenue P,11223,Fruits/Veg Specialty,1,1,13.3,None,Zhi Wei Zhang GC
1001 Castleton Ave,10310,Seafood Specialty,1,1,38.2,None,BOSTON FISH MARKET
1000 HOE AVE,10459,Small Grocery Store,1,1,21.5,None,MAY DELI GROCERY
1000 Manhattan Ave,11222,Small Grocery Store,1,1,26.1,None,"G & R DELI & GROCERY,INC"
1000 Morris Ave,10456,Super Store,1,0,0.5,None,1000 Meat And Food Corp./Shop Fresh Food Mktplace
1000 Simpson St,10459,Fruits/Veg Specialty,1,1,12.1,None,Angel Vila - Simpson Street Fruit Market GC
97-19 JAMAICA AVE,11421,Convenience Store,1,1,24.4,None,N. Y. DELI GROCERY
97-20 66 Ave,11374,Small Grocery Store,1,1,18.8,None,Ulybka Inc
974 FULTON ST,11238,Super Store,1,1,20.8,None,NEIGHBORHOOD GROCERY STORE #2
974 Fulton St,11238,Small Grocery Store,1,0,15.3,None,Sam Neighborhood Grocery Store
974 Intervale Ave,10459,Small Grocery Store,1,1,17.9,None,INTERVALE SUPERIOR DELI GROCERY CORP
9742 Cresskill Pl,11435,Convenience Store,1,0,26.6,None,SORIBEL FRUIT & GROCERY Inc
9744 63rd Rd,11374,Medium Grocery Store,1,1,15.1,None,Joe Back Express Inc
9748 63 Rd,11374,Large Grocery Store,1,0,8.4,None,Romark Universal Food LLC
97-27 QUEENS BLVD,11374,Medium Grocery Store,1,1,23.9,None,"VISANS CO., INC"
970 41st St,11219,Small Grocery Store,1,0,16.1,None,Jenny's Food Market Inc.
970 Bloomingdale Rd,10309,Convenience Store,1,1,11.1,None,"Kap Fuel & Food, Inc."
970 Woodmansten Pl,10462,Convenience Store,1,0,-0.6,None,Goodman Deli And Grocery Inc
97-12 65TH RD,11374,Seafood Specialty,1,1,25.1,None,B & M SEAFOOD INC
97-15 METROPOLITAN AVE,11375,Supermarket,1,1,43.2,None,K&B SUPERMARKET INC/KEY FOOD
97-15A QUEENS BLVD,11374,Medium Grocery Store,1,1,21,None,HOWARD 97 INC
97-18 57 AVE,11368,Small Grocery Store,1,1,29.3,None,"GAHRA GROCERY & DELI, INC"
9701 Ditmas Ave,11236,Convenience Store,1,1,9.9,None,Snack Shop
9701 Liberty Ave,11417,Combination Grocery/Other,1,0,24.3,None,CVS PHARMACY 2719
9702 37th Ave,11368,Combination Grocery/Other,1,1,1.5,None,El Primo Frutas Y Vegetales Inc 0
9703 Sutphin Blvd,11435,Convenience Store,1,1,15.3,None,LAL BROTHERS DELI & GROCERY INC.
97-20 66TH AVE,11374,Small Grocery Store,1,1,21.9,None,D R S RUSSIAN DELICATESSEN
97-20 66th Ave,11374,Convenience Store,1,1,17.9,None,Grandma & Kids Ltd
97-21 ROOSEVELT AVE,11368,Small Grocery Store,1,1,25.2,None,CORONA DELI SUPERMARKET
97-22 QUEENS BLVD,11374,Medium Grocery Store,1,1,25.5,None,KARIM FOOD CORPORATION
1567 LEXINGTON AVE,10029,Small Grocery Store,1,1,21.9,None,AVAGATO GROCERY STORE INC
1567 Saint Peters Ave,10461,Convenience Store,1,1,19.6,None,Neighborhood Deli & Grocery
158-24 110TH AVE,11433,Small Grocery Store,1,1,21.9,None,RODRIGUEZ GROCERY
158-25 Northern Blvd,11358,Convenience Store,1,1,16.7,None,Boulevard Market
9708 Roosevelt Ave,11368,Small Grocery Store,1,1,11.2,None,La Alborada
971 Prospect Ave,10459,Small Grocery Store,1,1,14.3,None,Alnabil 85 Deli Grocery Corp
971 Westchester Ave,10459,Convenience Store,1,0,-0.6,None,Lilis Grocery Convenience Corporation
9710 63rd Rd,11374,Combination Grocery/Other,1,1,21.6,None,CVS PHARMACY  2985
978 Sutter Ave,11208,Convenience Store,1,1,18.2,None,SUTTER GROCERY STORE
979 40th St,11219,Convenience Store,1,1,16,None,Sergio & Anthony Fresh Gear Inc
979 E 233rd St,10466,Small Grocery Store,1,1,7.7,None,Munchies Spot Inc
979A 3rd Ave,10022,Combination Grocery/Other,1,1,18.2,None,DUANE READE 157
98 1/2 Lewis Ave,11206,Convenience Store,1,1,29.4,None,LEWIS AVE GROCERY CORP
975A Walton Ave,10452,Convenience Store,1,0,1.3,None,975 Walton Deli And Grocery Corp
976 Amsterdam Ave,10025,Combination Grocery/Other,1,1,18.3,None,DUANE READE 226
976 Intervale Ave,10459,Small Grocery Store,1,1,15.2,None,Aljaned Middle Eastern Supermarket Corp
9715A Queens Blvd,11374,Convenience Store,1,1,15.5,None,Yogi 97 Corp
98 E 4th St,10003,Medium Grocery Store,1,1,21,None,J.J. HEALTH FOODS INC
98-02 37 AVE,11368,Small Grocery Store,1,1,27.6,None,LOS HERMANOS GROCERY
98-02 QUEENS BLVD,11374,Convenience Store,1,1,26.2,None,"CRYSTAL FOOD OF QUEENS, INC"
98-04 101ST AVE,11416,Small Grocery Store,1,1,20.9,None,MIKE'S MEAT MARKET & DELI INC
977 Victory Blvd,10301,Medium Grocery Store,1,1,16.8,None,Fresh Tomatos Inc #2
978 McDonald Ave,11230,Small Grocery Store,1,0,22.6,None,LA BODEGA DELI & GROCERY
978 Rutland Rd,11212,Convenience Store,1,0,1,None,P And A Food Market Inc
972 Remsen Ave,11236,Convenience Store,1,1,14.3,None,Sunoco Gas Station/DSAS Petroleum Inc.
9720 Church Ave,11212,Convenience Store,1,1,16.6,None,Malik & Sons Inc
9710 Rockaway Beach Blvd,11693,Convenience Store,1,0,6,None,Queens Candy Smoke Shop Inc
9710 Rockaway Beach blvd,11693,Convenience Store,1,1,11.4,None,Queens Candy Smoke Shop Inc
9711 Northern Blvd,11368,Convenience Store,1,0,-0.5,None,Speedway 7814
9714 Queens Blvd,11374,Small Grocery Store,1,1,15.3,None,Nikoo Int Food LLC
9715 57th Ave,11368,Convenience Store,1,1,14.2,None,57 Ave Deli Gourmet Corp
9715 Metropolitan Ave,11375,Combination Grocery/Other,1,0,19.9,None,CVS PHARMACY INC 7881
9724 63rd Dr,11374,Medium Grocery Store,1,1,15.9,None,Organic Market of Queens Inc
9724 Church Ave,11212,Convenience Store,1,0,2.2,None,Malik & Sons Food Inc
9728 63rd Rd,11374,Medium Grocery Store,1,1,28.7,None,"TK GOURMET, INC"
9736 63rd Rd,11374,Supermarket,1,0,27.5,None,Rego Park AJ Met Inc
974 Amsterdam Ave,10025,Convenience Store,1,1,10,None,Columbia Smoke Shop Inc
9718 57th Ave,11368,Small Grocery Store,1,1,16.3,None,Basement Grocery Inc
9719 101th St  Ave,11416,Convenience Store,1,1,10.7,None,AK Family Deli & Grocery Inc
971A Westchester Ave,10459,Small Grocery Store,1,1,17,None,971 Grocery Store Corp
156 Howard Ave,11233,Convenience Store,1,1,3.5,None,Howard Organic Market Corp 1
156 Union Street,11231,Combination Grocery/Other,1,1,13.9,None,156 Express Grocery
156 W 170th St,10452,Super Store,1,1,20.1,None,JLT 156 Food Corp/Bravo Supermarket
156-01 Crossbay Blvd,11414,Supermarket,1,0,9.3,None,Stop & Shop 2581
1559 Westchester Ave,10472,Medium Grocery Store,1,1,18.7,None,1559 Westchester Supermarket Inc
155B E 170th St,10452,Bakery Specialty,1,3,40.8,None,Kath Ed Bakery Corp
156 1/2 E 188th St,10468,Fruits/Veg Specialty,1,1,29,None,"PINE TREE FRUITS MARKET, INC."
156 E 21st St,11226,Convenience Store,1,0,-0.9,None,Bantama African Caribbean Market
1561 E New York Ave,11212,Small Grocery Store,1,1,21.5,None,LA CATEDRAL LORA II CORP
1561 Saint Nicholas Ave,10040,Convenience Store,1,0,1,None,Chopcheese Deli
1561 Westchester Ave,10472,Medium Grocery Store,1,1,6.7,None,Kang Yue Of Westchester Inc
15615 Aguilar Ave,11367,Meat/Poultry Specialty,1,2,28.6,None,ARON'S KOSHER MEAT INC
1562 Fulton St,11213,Combination Grocery/Other,1,1,11.5,None,Dollar Tree 5328
156 East Broadway,10002,Combination Grocery/Other,1,1,10.9,None,New Soon Shang Food Inc.
156 Henry St,11201,Combination Grocery/Other,1,0,15.5,None,CVS Pharmacy 1791
156 Henry St # 21,11201,Supermarket,1,1,47.9,None,D'AGOSTINO SUPERMARKETS INC 21-HS
98-08 QUEENS BLVD,11374,Medium Grocery Store,1,1,21.1,None,GLATT GOURMET CUISINE INC
98-20 41 AVE,11368,Small Grocery Store,1,1,21.3,None,JAY DELI GROCERY CORP
1564 Southern Blvd,10460,Supermarket,1,0,31.7,None,Western Beef Retail 36
15640 Northern Blvd,11354,Super Store,1,0,22.4,None,HAR NORTHERN INC
15644 Northern Blvd,11354,Combination Grocery/Other,1,1,18.3,None,DUANE READE 454
1565 Broadway,11207,Convenience Store,1,0,9.7,None,Gold Star Deli & Grill Inc
1560 Grand Concourse,10457,Convenience Store,1,0,0.1,None,"Tasty Bites Deli, Inc"
15601 Crossbay Blvd,11414,Supermarket,1,1,43.8,None,WALDBAUMS  651
976 McDonald Ave,11230,Convenience Store,1,1,5.6,None,Los Chocomiles Corp
976 President St,11225,Food Buying Co-op,1,1,1.2,None,Crown Heights Market At Ps 241
975 Manhattan Ave,11222,Small Grocery Store,1,1,13.3,None,Fresh Stop Inc
975 Nostrand Ave,11225,Super Store,1,1,32.5,None,JESADAN MEAT CORP/ASSOCIATED
975 Saint Marks Ave,11213,Convenience Store,1,0,3.2,None,St Marks Deli Inc.
975 Walton Ave,10452,Small Grocery Store,1,1,14.3,None,975 Walton Food Corp
975 Walton Avenue,10452,Convenience Store,1,1,11.1,None,Walton Deli And Grocery
9756 Corona Ave,11368,Small Grocery Store,1,3,15,None,AMERICAN & MEXICAN GROCERY DELI
